url|date|author|keywords|title|description|resort|free_readable
https://www.spiegel.de/kultur/tony-marshall-85-nachruf-a-a3932d6a-636f-445c-bdf5-a72d501ecc0b?context=issue|2023-12-06T14:19:00+01:00|DER SPIEGEL|Kultur, Musik|Tony Marshall, 85 - Nachruf|Er träumte von einer Karriere als Opernsänger, Erfolge feierte Tony Marshall jedoch erst nach seinem Wechsel in die Schlagermusik. Ab den frühen Siebzigerjahren versetzte der Musiker, der eigentlich Herbert Anton Bloeth hieß, mit Liedern wie »Schöne Maid…|kultur|true
https://www.spiegel.de/panorama/traute-lafrenz-103-nachruf-a-45870eaa-015d-4121-9aba-d1f86fa39001?context=issue|2023-12-06T14:07:00+01:00|DER SPIEGEL|Panorama, Widerstand gegen Hitler, Nationalsozialismus, Sophie Scholl, Hans Scholl|Traute Lafrenz, 103 - Nachruf|Gemeinsam mit Sophie Scholl kaufte sie 1942 Papier und Umschläge für Flugblätter der Weißen Rose, außerdem versuchte sie, einen Vervielfältigungsapparat zu organisieren. Von München, wo Traute Lafrenz Medizin studierte, brachte sie davor bereits ein Flugblatt…|panorama|true
https://www.spiegel.de/panorama/jane-birkin-a-a5c974d3-5383-43bc-baf1-a8fc7e1c5759?context=issue|2023-12-06T13:00:00+01:00|DER SPIEGEL|Panorama|Jane Birkin, 76 - Nachruf|Am Anfang ihrer erstaunlichen Karriere stand ein Skandal. 1969 provozierten Jane Birkin und der 18 Jahre ältere Komponist Serge Gainsbourg mit ihrem erotischen Song »Je t’aime … moi non plus« – das Stück kam auf die schwarze Liste einiger Radiosender…|panorama|true
https://www.spiegel.de/panorama/rosi-mittermaier-72-nachruf-a-72d5107b-179f-47d3-9211-63b4171d7b1d?context=issue|2023-12-06T14:26:00+01:00|DER SPIEGEL|Panorama, Rosi Mittermaier, Ski alpin|Rosi Mittermaier, 72 - Nachruf|Aufgewachsen auf der Winklmoosalm, wo ihre Eltern eine Gaststätte samt Skischule führte, war es kein Wunder, dass Rosi Mittermaier mit 16 Jahren ihre ersten internationalen Skirennen fuhr. Doch bis zum großen Durchbruch brauchte es etliche Jahre, bei…|panorama|true
https://www.spiegel.de/kultur/musik/harry-belafonte-96-nachruf-a-bb76523e-1245-4ef5-bdea-ee41806310ef?context=issue|2023-12-06T13:56:00+01:00|DER SPIEGEL|Kultur, Musik, Harry Belafonte|Harry Belafonte, 96 - Nachruf|Geboren wurde er in Harlem als Sohn karibischer Immigranten. Sein Vater ließ die Familie im Stich, die Mutter arbeitete in Großküchen, er selbst schloss sich als Teenager lokalen Gangs an. Rückblickend bezeichnete er sich als »wütenden Außenseiter«. Nach…|kultur|true
https://www.spiegel.de/services/diese-cookies-nutzen-wir-im-pur-angebot-a-9d4ce0b4-1f37-4982-8582-9fb18d1fb5ba|2020-02-10T12:57:00+01:00|DER SPIEGEL|Services|Diese Cookies nutzen wir bei der Werbefrei-lesen-Option|Abonnenten der Werbefrei-lesen-Option können digitale Angebote der SPIEGEL Gruppe ohne Werbetracking lesen. Welche Cookies dann noch eingesetzt werden, zeigen wir in dieser Übersicht.|services|true
https://www.spiegel.de/dienste/besser-surfen-auf-spiegel-online-apps-fuer-android-und-ios-a-1040324.html|2015-07-08T15:11:00+02:00|DER SPIEGEL|Services|Besser surfen auf SPIEGEL.de: Apps für Android und iOS|Deutschlands wichtigste Nachrichtenseite auf allen mobilen Endgeräten. Erleben Sie aktuelle News, zuverlässige Analysen und einordnende Hintergrundberichte auch auf Ihrem Smartphone oder Tablet. Hier erklären wir Ihnen in Kürze, wie sie die App einfach bedienen können und beantworten die am häufigsten gestellten Fragen.|dienste|true
https://www.spiegel.de/services/hilfeseite-login-und-fuer-mich-a-56f779d6-92bf-4a4a-8a6d-1cbbe9a05497|2020-01-07T18:46:00+01:00|DER SPIEGEL|Services|Hilfeseite Login und Für mich|Im personalisierten Bereich »Für mich« bieten wir Ihnen alle Vorteile des SPIEGEL-Logins auf einen Blick. In diesem Artikel erklären wir, welche Daten wir dafür nutzen und beantworten häufig gestellte Fragen zu unseren Login-Features.|services|true
https://www.spiegel.de/dienste/hilfe-und-tipps-die-videos-und-filme-auf-spiegel-online-a-1040734.html|2015-07-06T14:51:00+02:00|DER SPIEGEL|Services|Hilfe und Tipps: Die Videos und Filme auf DER SPIEGEL|Der SPIEGEL bietet neben Texten, Fotos und Grafiken auch Videos: Reportagen, Livestreams, Nachrichten sowie Erklärvideos, Hintergründe und Analysen.|dienste|true
https://www.spiegel.de/services/der-spiegel-verkaufsstellen-im-ausland-a-049f5763-6ba6-42fc-9abf-ed043aa7e94f|2020-01-09T13:53:00+01:00|DER SPIEGEL|Services|DER SPIEGEL Verkaufsstellen im Ausland|Sie reisen ins Ausland? Auch hier müssen Sie nicht auf Ihr SPIEGEL Magazin verzichten. Informieren Sie sich einfach vor Ihrer Reise über unsere SPIEGEL Verkaufsstellen im Ausland.|services|true
https://www.spiegel.de/services/joe-biden-oder-donald-trump-warum-es-in-dieser-woche-zwei-spiegel-titel-gibt-a-7f5d6e7b-1f83-4cec-92fd-60c635b7b6a8|2020-11-07T18:47:32+01:00|Juliane von Mittelstaedt, Barbara Hans, DER SPIEGEL|Services, US-Präsidentschaftswahl 2020, Joe Biden, Donald Trump|Joe Biden oder Donald Trump: Warum es in dieser Woche zwei SPIEGEL-Titel gibt|Der SPIEGEL hat im Digitalen in dieser Woche zwei Titelgeschichten und zwei Titelbilder – um über die Entwicklungen in den USA so aktuell wie möglich zu berichten. Wie es dazu kam.|services|true
https://www.spiegel.de/services/spiegel-akademie-mir-war-wichtig-nicht-mehrere-jahre-aus-dem-berufsleben-aussteigen-zu-muessen-a-ccd247e7-f7ed-4d07-8e65-47f34af22d82|2020-01-16T14:20:00+01:00|DER SPIEGEL|Services, In eigener Sache|SPIEGEL Akademie: &#34;Mir gefällt das Konzept sehr, sehr gut&#34;|Das Fernstudium an der SPIEGEL Akademie macht Berufstätige fit für die digitale Arbeitswelt. Aber welche Vorteile hat das Angebot wirklich? Wir haben einen Absolventen gefragt.|services|true
https://www.spiegel.de/politik/deutschland/afghanistan-nancy-faeser-will-aufnahmeprogramm-fuer-bedrohte-zivilisten-auslaufen-lassen-a-5dc42821-9f92-41e2-bbea-cda30c0bde36|2024-07-12T15:05:00+02:00|DER SPIEGEL|Politik, Deutschland, Afghanistan, Taliban, Bundesregierung, Nancy Faeser|Faeser will Aufnahmeprogramm für bedrohte afghanische Zivilisten auslaufen lassen|Mit einem Aufnahmeprogramm wollte die Bundesregierung Zivilisten helfen, die als besonders bedroht von den Taliban gelten. Innenministerin Faeser hat dafür im kommenden Jahr jedoch keinerlei finanzielle Mittel mehr eingeplant.|politik|true
https://www.spiegel.de/netzwelt/web/huawei-bundesregierung-und-provider-in-streit-ueber-ausruester-aus-china-einig-a-6e67b607-e65a-4186-be2a-3ac30422fda7|2024-07-10T17:32:00+02:00|DER SPIEGEL|Netzwelt, Web, Huawei, Telekom, Vodafone, O2, Volksrepublik China, Bundesregierung, Russland, Nancy Faeser, Annalena Baerbock|Sicherheit der Mobilfunknetze: Bundesregierung und Provider einigen sich in Streit über Huawei-Technik|Bundesregierung und Netzbetreiber haben sich nach langem Gezerre auf einen teilweisen Bann chinesischer 5G-Technologie geeinigt. Der Kompromiss bleibt aber hinter früheren Forderungen zurück.|netzwelt|true
https://www.spiegel.de/politik/haushalt-jusos-kritisieren-plaene-der-bundesregierung-a-b81b684c-2eff-4f6b-b164-7f664744891f|2024-07-05T23:02:00+02:00|DER SPIEGEL|Politik, Haushaltspolitik, Bundesregierung|Haushalt: Jusos kritisieren Pläne der Bundesregierung|Sie hatten vor einem Sparhaushalt gewarnt, einen Protestbrief an die Regierung geschickt. Und auch nach dem Ampelkompromiss bleibt der SPD-Nachwuchs skeptisch. Und befürchtet »weitere Fallstricke«.|politik|true
https://www.spiegel.de/wirtschaft/soziales/deutschland-so-unterschiedlich-sind-die-lebensverhaeltnisse-noch-a-58f3d769-e5f7-4b58-9087-5e2c95b12f63|2024-07-03T14:31:00+02:00|DER SPIEGEL|Wirtschaft, Soziales, Vermögensverteilung, Bundesregierung, Bundesländer, Infrastruktur|Lebensverhältnisse in Deutschland unterscheiden sich oft noch stark|Im Grundgesetz ist von »gleichwertigen Lebensverhältnissen« die Rede. Der erste Regierungsbericht hierzu stellt fest, dass die Unterschiede zwischen den Regionen grundsätzlich abnehmen. Allerdings nicht überall.|wirtschaft|true
https://www.spiegel.de/politik/deutschland/deutschland-70-prozent-der-buerger-halten-staat-fuer-ueberfordert-forsa-umfrage-a-ea1175ab-d979-4e5c-9adb-39b2dc059d44|2024-06-26T15:47:00+02:00|DER SPIEGEL|Politik, Deutschland, Bundesregierung, Integration, Bildungspolitik, Innere Sicherheit|Deutschland: 70 Prozent der Bürger halten Staat für überfordert - Forsa-Umfrage|»Neuer Tiefpunkt« in puncto Vertrauen: Mehr als zwei Drittel der deutschen Bürger halten den Staat für außerstande, wichtige Themen wie die Flüchtlings- oder Bildungspolitik lösen zu können. Unter AfD-Anhängern sind es gar 90 Prozent.|politik|true
https://www.spiegel.de/politik/deutschland/aufenthaltsgesetz-regierung-will-auch-wegen-terrorjubels-in-social-media-abschieben-a-08edd60b-95dd-47cc-9662-4c51da41fc43|2024-06-26T02:10:00+02:00|Rasmus Buchsteiner, DER SPIEGEL|Politik, Deutschland, Bundesregierung, Israel-Gaza-Krieg, Bundesinnenministerium|(S+) Aufenthaltsgesetz: Regierung will auch wegen Terrorjubels in Social Media abschieben|Kanzler Olaf Scholz will Abschiebungen auch wegen der Verherrlichung von Terrortaten in Social Media ermöglichen. Das Kabinett bringt die Pläne dazu nun auf den Weg. Dem SPIEGEL liegt der Entwurf vor.|politik|false
https://www.spiegel.de/politik/deutschland/antidiskriminierungsstelle-meldet-rekordhoch-an-anfragen-a-704d1dab-56bf-473e-9e15-ef3ccec14140|2024-06-25T10:59:00+02:00|DER SPIEGEL|Politik, Deutschland, Bundesregierung, Rassismus|Antidiskriminierungsstelle meldet Rekordhoch an Anfragen|Rassismus, Ableismus, Homophobie: Die gemeldeten Fälle von Diskriminierung steigen an – vor allem im Arbeitsumfeld. Und laut der Antidiskriminierungsbeauftragten Ferda Ataman dürfte die Dunkelziffer noch weit höher liegen.|politik|true
https://www.spiegel.de/politik/deutschland/olaf-scholz-wuenscht-sich-im-ard-sommerinterview-buergerraete-fuer-corona-aufarbeitung-a-6db9e7fc-10fb-4e8b-8c66-fcaa5ddfd99f|2024-06-23T16:53:00+02:00|DER SPIEGEL|Politik, Deutschland, Olaf Scholz, Coronavirus, Russlands Krieg gegen die Ukraine, Alternative für Deutschland (AfD), Ampelkoalition, Bundesregierung, Haushaltspolitik|Olaf Scholz wünscht sich im ARD-Sommerinterview Bürgerräte für Corona-Aufarbeitung|Die Ampel ringt um den Etat für das kommende Jahr. Kanzler Scholz betont trotz geplanter Einsparungen den sozialen Zusammenhalt. Er äußert sich auch zur Aufarbeitung der Coronakrise – und zu den Erfolgen der AfD.|politik|true
https://www.spiegel.de/politik/fluechtlingspolitik-bund-bevorzugt-anderen-weg-als-laender-bei-drittstaatenloesung-a-f4d7deb4-9e43-46eb-8352-24a8c487065b|2024-06-20T23:58:00+02:00|DER SPIEGEL|Politik, Flüchtlinge, Bundesregierung, Bundesländer|Migration: Länder drängen weiter auf Drittstaatenlösung|Die Ministerpräsidenten setzen weiter darauf, Asylverfahren in andere Staaten auszulagern. Doch manche Länder dämpfen die Erwartungen. Und der Bund bevorzugt einen anderen Weg.|politik|true
https://www.spiegel.de/politik/deutschland/bezahlkarte-fuer-gefluechtete-mehrheit-der-bundeslaender-einigt-sich-a-9df75314-b7e5-4fd4-9345-756c0e39647a|2024-06-20T17:20:00+02:00|DER SPIEGEL|Politik, Deutschland, Flüchtlinge, Bundesländer, Bundesregierung|Bezahlkarte für Geflüchtete: Mehrheit der Bundesländer einigt sich|Beim Thema Bargeld und Bezahlkarte für Flüchtlinge haben die Bundesländer einen Plan. Der ist allerdings in einem entscheidenden Detail umstritten.|politik|true
https://www.spiegel.de/politik/deutschland/bezahlkarte-vorschlag-der-ministerpraesidentenkonferenz-hoechstens-50-euro-in-bar-fuer-gefluechtete-a-44fc4cc9-2db9-471a-ba23-aa56de3e85fc|2024-06-20T09:14:00+02:00|DER SPIEGEL|Politik, Deutschland, Bundesregierung, Flüchtlinge, Bamf (Bundesamt für Migration und Flüchtlinge)|Bezahlkarte: Vorschlag der Ministerpräsidentenkonferenz höchstens 50 Euro in bar für Geflüchtete|Bei der Ministerpräsidentenkonferenz an diesem Donnerstag steht das Thema Migration im Vordergrund. Nach SPIEGEL-Informationen gibt es jetzt einen neuen Vorschlag zur Bezahlkarte für Geflüchtete.|politik|true
https://www.spiegel.de/wirtschaft/bundeshaushalt-2024-ampelkoalition-will-elf-milliarden-euro-mehr-schulden-machen-als-geplant-a-eea26d00-449a-4909-99d8-fa5b9e00f717|2024-07-15T16:59:00+02:00|DER SPIEGEL|Wirtschaft, Haushaltspolitik, Bundestag, Bundesfinanzministerium, Schuldenbremse|Umkämpfter Etat: Bundesregierung plant Nachtragshaushalt mit 50 Milliarden Euro Neuschulden|Die Ampelregierung will 2024 rund 11 Milliarden Euro mehr Schulden machen als geplant. Die Schuldenbremse soll trotzdem eingehalten werden. Bevor der Entwurf beschlossen werden kann, muss er jedoch noch diverse Hürden nehmen.|wirtschaft|true
https://www.spiegel.de/politik/deutschland/renate-kuenast-gruene-verzichtet-auf-erneute-kandidatur-fuer-den-bundestag-a-655bb345-95f3-42f2-a830-98ba88a51c66|2024-07-08T20:46:00+02:00|DER SPIEGEL|Politik, Deutschland, Renate Künast, Bundestag, Bündnis 90/Die Grünen|Renate Künast: Grüne verzichtet auf erneute Kandidatur für den Bundestag|Die nächste Bundestagswahl ist erst für 2025 vorgesehen, eine Personalie zeichnet sich jetzt schon ab. Renate Künast wird nach eigenen Angaben dem Parlament nicht mehr angehören. In der Politik will sie aber bleiben.|politik|true
https://www.spiegel.de/politik/deutschland/ampeleinigung-zum-haushalt-fdp-generalsekretaer-djir-sarai-lobt-investitionen-fuer-innere-sicherheit-a-50a95bbb-9757-455e-9e64-1ea2e9ac8bb8|2024-07-08T15:46:00+02:00|Florian Gathmann, DER SPIEGEL|Politik, Deutschland, FDP, Christian Lindner, Olaf Scholz, SPD, Robert Habeck, CDU, CSU, Bundestag|Ampeleinigung zum Haushalt: FDP-Generalsekretär Djir-Sarai lobt Investitionen für Innere Sicherheit|Die Ampeleinigung zum Etat 2025 sieht auch Investitionen über eine Milliarde Euro in die innere Sicherheit vor – aus Sicht von FDP-Generalsekretär Djir-Sarai ein großer Fortschritt zu früheren unionsgeführten Regierungen.|politik|true
https://www.spiegel.de/wirtschaft/verkehrsminister-ringen-um-deutschlandticket-a-65a645e6-0d9a-46dd-a30e-72320e0d1bf1|2024-07-08T06:48:00+02:00|DER SPIEGEL|Wirtschaft, Deutschlandticket (49-Euro-Ticket), Nahverkehr, SPD, Greenpeace, Christian Lindner, FDP, Volker Wissing, CSU, Bundestag, Olaf Scholz|Deutschlandticket: Verkehrsminister diskutieren über höheren Preis ab Oktober|Unter Verkehrsexperten gilt das Deutschlandticket als großer Erfolg. Das entscheidende Problem ist die Frage, wer es bezahlen soll. Die Verkehrsminister beraten über mögliche Lösungen.|wirtschaft|true
